tanggal,stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori
2010-11-05,DKI4 (Lubang Buaya),,13.0,1.0,22.0,54.0,11.0,54.0,O3,SEDANG
2010-11-06,DKI4 (Lubang Buaya),,27.0,6.0,25.0,36.0,16.0,36.0,O3,BAIK
2010-11-07,DKI4 (Lubang Buaya),,24.0,2.0,23.0,36.0,14.0,36.0,O3,BAIK
2010-11-08,DKI4 (Lubang Buaya),,18.0,1.0,13.0,22.0,8.0,22.0,O3,BAIK
2010-11-09,DKI4 (Lubang Buaya),,14.0,1.0,17.0,75.0,10.0,75.0,O3,SEDANG
2010-11-10,DKI4 (Lubang Buaya),,28.0,5.0,26.0,71.0,15.0,71.0,O3,SEDANG
2010-11-11,DKI4 (Lubang Buaya),,17.0,2.0,10.0,55.0,8.0,55.0,O3,SEDANG
2010-11-12,DKI4 (Lubang Buaya),,18.0,3.0,19.0,25.0,9.0,25.0,O3,BAIK
2010-11-13,DKI4 (Lubang Buaya),,16.0,3.0,15.0,123.0,14.0,123.0,O3,TIDAK SEHAT
2010-11-14,DKI4 (Lubang Buaya),,30.0,6.0,36.0,53.0,21.0,53.0,O3,SEDANG
2010-11-15,DKI4 (Lubang Buaya),,24.0,7.0,30.0,43.0,17.0,43.0,O3,BAIK
2010-11-16,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2010-11-17,DKI4 (Lubang Buaya),,34.0,,,,,34.0,PM10,BAIK
2010-11-18,DKI4 (Lubang Buaya),,,4.0,36.0,113.0,17.0,113.0,O3,TIDAK SEHAT
2010-11-19,DKI4 (Lubang Buaya),,,6.0,33.0,148.0,28.0,148.0,O3,TIDAK SEHAT
2010-11-20,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2010-11-21,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2010-11-22,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2010-11-23,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2010-11-24,DKI4 (Lubang Buaya),,72.0,1.0,25.0,88.0,16.0,88.0,O3,SEDANG
2010-11-25,DKI4 (Lubang Buaya),,52.0,1.0,13.0,80.0,12.0,80.0,O3,SEDANG
2010-11-26,DKI4 (Lubang Buaya),,70.0,2.0,16.0,64.0,21.0,70.0,PM10,SEDANG
2010-11-27,DKI4 (Lubang Buaya),,62.0,1.0,30.0,100.0,16.0,100.0,O3,SEDANG
2010-11-28,DKI4 (Lubang Buaya),,60.0,1.0,32.0,53.0,15.0,60.0,PM10,SEDANG
2010-11-29,DKI4 (Lubang Buaya),,67.0,1.0,21.0,81.0,15.0,81.0,O3,SEDANG
2010-11-30,DKI4 (Lubang Buaya),,66.0,0.0,18.0,74.0,8.0,74.0,O3,SEDANG
2010-12-01,DKI4 (Lubang Buaya),,54.0,1.0,11.0,47.0,8.0,54.0,PM10,SEDANG
2010-12-02,DKI4 (Lubang Buaya),,63.0,2.0,17.0,59.0,9.0,63.0,PM10,SEDANG
2010-12-03,DKI4 (Lubang Buaya),,68.0,8.0,27.0,45.0,12.0,68.0,PM10,SEDANG
2010-12-04,DKI4 (Lubang Buaya),,74.0,5.0,28.0,46.0,5.0,74.0,PM10,SEDANG
2010-12-05,DKI4 (Lubang Buaya),,60.0,2.0,38.0,18.0,6.0,60.0,PM10,SEDANG
2010-12-06,DKI4 (Lubang Buaya),,55.0,1.0,15.0,23.0,13.0,55.0,PM10,SEDANG
2010-12-07,DKI4 (Lubang Buaya),,54.0,1.0,13.0,19.0,5.0,54.0,PM10,SEDANG
2010-12-08,DKI4 (Lubang Buaya),,61.0,0.0,12.0,21.0,7.0,61.0,PM10,SEDANG
2010-12-09,DKI4 (Lubang Buaya),,56.0,1.0,17.0,37.0,11.0,56.0,PM10,SEDANG
2010-12-10,DKI4 (Lubang Buaya),,63.0,1.0,12.0,29.0,8.0,63.0,PM10,SEDANG
2010-12-11,DKI4 (Lubang Buaya),,54.0,0.0,9.0,19.0,6.0,54.0,PM10,SEDANG
2010-12-12,DKI4 (Lubang Buaya),,56.0,1.0,17.0,24.0,6.0,56.0,PM10,SEDANG
2010-12-13,DKI4 (Lubang Buaya),,67.0,2.0,18.0,43.0,7.0,67.0,PM10,SEDANG
2010-12-14,DKI4 (Lubang Buaya),,82.0,3.0,27.0,33.0,11.0,82.0,PM10,SEDANG
2010-12-15,DKI4 (Lubang Buaya),,,4.0,23.0,67.0,17.0,67.0,O3,SEDANG
2010-12-16,DKI4 (Lubang Buaya),,,2.0,14.0,23.0,8.0,23.0,O3,BAIK
2010-12-17,DKI4 (Lubang Buaya),,,3.0,7.0,23.0,5.0,23.0,O3,BAIK
2010-12-18,DKI4 (Lubang Buaya),,,1.0,16.0,21.0,6.0,21.0,O3,BAIK
2010-12-19,DKI4 (Lubang Buaya),,,1.0,17.0,19.0,5.0,19.0,O3,BAIK
2010-12-20,DKI4 (Lubang Buaya),,,2.0,13.0,30.0,6.0,30.0,O3,BAIK
2010-12-21,DKI4 (Lubang Buaya),,,3.0,12.0,24.0,7.0,24.0,O3,BAIK
2010-12-22,DKI4 (Lubang Buaya),,55.0,1.0,9.0,29.0,7.0,55.0,PM10,SEDANG
2010-12-23,DKI4 (Lubang Buaya),,59.0,2.0,18.0,27.0,6.0,59.0,PM10,SEDANG
2010-12-24,DKI4 (Lubang Buaya),,54.0,3.0,20.0,122.0,13.0,122.0,O3,TIDAK SEHAT
2010-12-25,DKI4 (Lubang Buaya),,,6.0,19.0,40.0,11.0,40.0,O3,BAIK
2010-12-26,DKI4 (Lubang Buaya),,,3.0,23.0,26.0,7.0,26.0,O3,BAIK
2010-12-27,DKI4 (Lubang Buaya),,,4.0,8.0,38.0,6.0,38.0,O3,BAIK
2010-12-28,DKI4 (Lubang Buaya),,,4.0,8.0,57.0,6.0,57.0,O3,SEDANG
2010-12-29,DKI4 (Lubang Buaya),,,1.0,17.0,35.0,7.0,35.0,O3,BAIK
2010-12-30,DKI4 (Lubang Buaya),,,7.0,8.0,22.0,5.0,22.0,O3,BAIK
2010-12-31,DKI4 (Lubang Buaya),,,3.0,8.0,21.0,5.0,21.0,O3,BAIK
2011-01-01,DKI4 (Lubang Buaya),,,2.0,14.0,47.0,5.0,47.0,O3,BAIK
2011-01-02,DKI4 (Lubang Buaya),,,3.0,10.0,36.0,5.0,36.0,O3,BAIK
2011-01-03,DKI4 (Lubang Buaya),,,2.0,35.0,18.0,11.0,35.0,CO,BAIK
2011-01-04,DKI4 (Lubang Buaya),,53.0,,,46.0,,53.0,PM10,SEDANG
2011-01-05,DKI4 (Lubang Buaya),,59.0,,,38.0,,59.0,PM10,SEDANG
2011-01-06,DKI4 (Lubang Buaya),,57.0,,,57.0,17.0,57.0,PM10,SEDANG
2011-01-07,DKI4 (Lubang Buaya),,57.0,4.0,12.0,44.0,17.0,57.0,PM10,SEDANG
2011-01-08,DKI4 (Lubang Buaya),,70.0,6.0,37.0,28.0,14.0,70.0,PM10,SEDANG
2011-01-09,DKI4 (Lubang Buaya),,70.0,3.0,31.0,37.0,18.0,70.0,PM10,SEDANG
2011-01-10,DKI4 (Lubang Buaya),,54.0,3.0,8.0,41.0,7.0,54.0,PM10,SEDANG
2011-01-11,DKI4 (Lubang Buaya),,52.0,4.0,14.0,41.0,12.0,52.0,PM10,SEDANG
2011-01-12,DKI4 (Lubang Buaya),,60.0,4.0,14.0,31.0,15.0,60.0,PM10,SEDANG
2011-01-13,DKI4 (Lubang Buaya),,71.0,5.0,24.0,51.0,18.0,71.0,PM10,SEDANG
2011-01-14,DKI4 (Lubang Buaya),,61.0,3.0,11.0,50.0,10.0,61.0,PM10,SEDANG
2011-01-15,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2011-01-16,DKI4 (Lubang Buaya),,66.0,2.0,11.0,16.0,8.0,66.0,PM10,SEDANG
2011-01-17,DKI4 (Lubang Buaya),,67.0,3.0,18.0,39.0,7.0,67.0,PM10,SEDANG
2011-01-18,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2011-01-19,DKI4 (Lubang Buaya),,,5.0,55.0,,,55.0,CO,SEDANG
2011-01-20,DKI4 (Lubang Buaya),,,3.0,26.0,,,26.0,CO,BAIK
2011-01-21,DKI4 (Lubang Buaya),,,3.0,43.0,47.0,13.0,47.0,O3,BAIK
2011-01-22,DKI4 (Lubang Buaya),,65.0,4.0,39.0,50.0,23.0,65.0,PM10,SEDANG
2011-01-23,DKI4 (Lubang Buaya),,67.0,3.0,59.0,48.0,12.0,67.0,PM10,SEDANG
2011-01-24,DKI4 (Lubang Buaya),,63.0,4.0,32.0,36.0,17.0,63.0,PM10,SEDANG
2011-01-25,DKI4 (Lubang Buaya),,60.0,7.0,25.0,59.0,19.0,60.0,PM10,SEDANG
2011-01-26,DKI4 (Lubang Buaya),,58.0,8.0,20.0,70.0,17.0,70.0,O3,SEDANG
2011-01-27,DKI4 (Lubang Buaya),,71.0,4.0,26.0,33.0,19.0,71.0,PM10,SEDANG
2011-01-28,DKI4 (Lubang Buaya),,68.0,3.0,38.0,34.0,16.0,68.0,PM10,SEDANG
2011-01-29,DKI4 (Lubang Buaya),,48.0,2.0,12.0,40.0,12.0,48.0,PM10,BAIK
2011-01-30,DKI4 (Lubang Buaya),,56.0,3.0,15.0,40.0,11.0,56.0,PM10,SEDANG
2011-01-31,DKI4 (Lubang Buaya),,47.0,2.0,10.0,21.0,8.0,47.0,PM10,BAIK
2011-02-01,DKI4 (Lubang Buaya),,56.0,3.0,18.0,29.0,8.0,56.0,PM10,SEDANG
2011-02-02,DKI4 (Lubang Buaya),,60.0,4.0,23.0,40.0,16.0,60.0,PM10,SEDANG
2011-02-03,DKI4 (Lubang Buaya),,50.0,4.0,20.0,48.0,8.0,50.0,PM10,BAIK
2011-02-04,DKI4 (Lubang Buaya),,49.0,4.0,15.0,34.0,16.0,49.0,PM10,BAIK
2011-02-05,DKI4 (Lubang Buaya),,56.0,3.0,44.0,28.0,19.0,56.0,PM10,SEDANG
2011-02-06,DKI4 (Lubang Buaya),,38.0,2.0,13.0,38.0,9.0,38.0,PM10,BAIK
2011-02-07,DKI4 (Lubang Buaya),,51.0,3.0,20.0,32.0,16.0,51.0,PM10,SEDANG
2011-02-08,DKI4 (Lubang Buaya),,57.0,3.0,38.0,53.0,18.0,57.0,PM10,SEDANG
2011-02-09,DKI4 (Lubang Buaya),,55.0,3.0,14.0,70.0,14.0,70.0,O3,SEDANG
2011-02-10,DKI4 (Lubang Buaya),,73.0,4.0,38.0,64.0,21.0,73.0,PM10,SEDANG
2011-02-11,DKI4 (Lubang Buaya),,,5.0,55.0,99.0,21.0,99.0,O3,SEDANG
2011-02-12,DKI4 (Lubang Buaya),,81.0,3.0,34.0,82.0,18.0,82.0,O3,SEDANG
2011-02-13,DKI4 (Lubang Buaya),,71.0,3.0,21.0,74.0,16.0,74.0,O3,SEDANG
2011-02-14,DKI4 (Lubang Buaya),,62.0,3.0,16.0,35.0,18.0,62.0,PM10,SEDANG
2011-02-15,DKI4 (Lubang Buaya),,55.0,4.0,39.0,52.0,20.0,55.0,PM10,SEDANG
2011-02-16,DKI4 (Lubang Buaya),,65.0,3.0,39.0,35.0,22.0,65.0,PM10,SEDANG
2011-02-17,DKI4 (Lubang Buaya),,59.0,3.0,23.0,53.0,17.0,59.0,PM10,SEDANG
2011-02-18,DKI4 (Lubang Buaya),,59.0,2.0,22.0,50.0,17.0,59.0,PM10,SEDANG
2011-02-19,DKI4 (Lubang Buaya),,59.0,3.0,33.0,42.0,21.0,59.0,PM10,SEDANG
2011-02-20,DKI4 (Lubang Buaya),,53.0,3.0,21.0,46.0,17.0,53.0,PM10,SEDANG
2011-02-21,DKI4 (Lubang Buaya),,55.0,3.0,17.0,48.0,9.0,55.0,PM10,SEDANG
2011-02-22,DKI4 (Lubang Buaya),,68.0,3.0,47.0,44.0,19.0,68.0,PM10,SEDANG
2011-02-23,DKI4 (Lubang Buaya),,63.0,3.0,27.0,43.0,14.0,63.0,PM10,SEDANG
2011-02-24,DKI4 (Lubang Buaya),,47.0,3.0,23.0,47.0,19.0,47.0,PM10,BAIK
2011-02-25,DKI4 (Lubang Buaya),,61.0,4.0,23.0,42.0,18.0,61.0,PM10,SEDANG
2011-02-26,DKI4 (Lubang Buaya),,62.0,3.0,23.0,44.0,18.0,62.0,PM10,SEDANG
2011-02-27,DKI4 (Lubang Buaya),,55.0,3.0,38.0,27.0,22.0,55.0,PM10,SEDANG
2011-02-28,DKI4 (Lubang Buaya),,52.0,3.0,33.0,21.0,16.0,52.0,PM10,SEDANG
2011-03-01,DKI4 (Lubang Buaya),,40.0,2.0,10.0,19.0,7.0,40.0,PM10,BAIK
2011-03-02,DKI4 (Lubang Buaya),,40.0,2.0,10.0,20.0,7.0,40.0,PM10,BAIK
2011-03-03,DKI4 (Lubang Buaya),,53.0,3.0,17.0,36.0,6.0,53.0,PM10,SEDANG
2011-03-04,DKI4 (Lubang Buaya),,51.0,2.0,13.0,24.0,8.0,51.0,PM10,SEDANG
2011-03-05,DKI4 (Lubang Buaya),,40.0,3.0,11.0,25.0,7.0,40.0,PM10,BAIK
2011-03-06,DKI4 (Lubang Buaya),,51.0,3.0,18.0,15.0,10.0,51.0,PM10,SEDANG
2011-03-07,DKI4 (Lubang Buaya),,54.0,3.0,15.0,25.0,11.0,54.0,PM10,SEDANG
2011-03-08,DKI4 (Lubang Buaya),,43.0,2.0,7.0,20.0,6.0,43.0,PM10,BAIK
2011-03-09,DKI4 (Lubang Buaya),,51.0,3.0,9.0,31.0,9.0,51.0,PM10,SEDANG
2011-03-10,DKI4 (Lubang Buaya),,54.0,3.0,17.0,43.0,17.0,54.0,PM10,SEDANG
2011-03-11,DKI4 (Lubang Buaya),,58.0,3.0,13.0,48.0,10.0,58.0,PM10,SEDANG
2011-03-12,DKI4 (Lubang Buaya),,54.0,3.0,18.0,38.0,13.0,54.0,PM10,SEDANG
2011-03-13,DKI4 (Lubang Buaya),,67.0,4.0,19.0,42.0,12.0,67.0,PM10,SEDANG
2011-03-14,DKI4 (Lubang Buaya),,68.0,3.0,32.0,22.0,11.0,68.0,PM10,SEDANG
2011-03-15,DKI4 (Lubang Buaya),,71.0,4.0,18.0,45.0,17.0,71.0,PM10,SEDANG
2011-03-16,DKI4 (Lubang Buaya),,59.0,3.0,17.0,57.0,18.0,59.0,PM10,SEDANG
2011-03-17,DKI4 (Lubang Buaya),,67.0,4.0,15.0,84.0,17.0,84.0,O3,SEDANG
2011-03-18,DKI4 (Lubang Buaya),,87.0,3.0,21.0,52.0,18.0,87.0,PM10,SEDANG
2011-03-19,DKI4 (Lubang Buaya),,78.0,3.0,29.0,60.0,13.0,78.0,PM10,SEDANG
2011-03-20,DKI4 (Lubang Buaya),,61.0,3.0,28.0,72.0,23.0,72.0,O3,SEDANG
2011-03-21,DKI4 (Lubang Buaya),,52.0,2.0,14.0,29.0,9.0,52.0,PM10,SEDANG
2011-03-22,DKI4 (Lubang Buaya),,52.0,2.0,10.0,28.0,6.0,52.0,PM10,SEDANG
2011-03-23,DKI4 (Lubang Buaya),,51.0,2.0,8.0,17.0,7.0,51.0,PM10,SEDANG
2011-03-24,DKI4 (Lubang Buaya),,47.0,3.0,8.0,21.0,8.0,47.0,PM10,BAIK
2011-03-25,DKI4 (Lubang Buaya),,47.0,3.0,15.0,32.0,6.0,47.0,PM10,BAIK
2011-03-26,DKI4 (Lubang Buaya),,51.0,3.0,10.0,24.0,7.0,51.0,PM10,SEDANG
2011-03-27,DKI4 (Lubang Buaya),,55.0,3.0,16.0,21.0,7.0,55.0,PM10,SEDANG
2011-03-28,DKI4 (Lubang Buaya),,44.0,2.0,5.0,18.0,5.0,44.0,PM10,BAIK
2011-03-29,DKI4 (Lubang Buaya),,45.0,3.0,10.0,13.0,8.0,45.0,PM10,BAIK
2011-03-30,DKI4 (Lubang Buaya),,49.0,3.0,10.0,14.0,5.0,49.0,PM10,BAIK
2011-03-31,DKI4 (Lubang Buaya),,42.0,3.0,7.0,14.0,7.0,42.0,PM10,BAIK
2011-04-01,DKI4 (Lubang Buaya),,45.0,2.0,10.0,14.0,7.0,45.0,PM10,BAIK
2011-04-02,DKI4 (Lubang Buaya),,48.0,2.0,7.0,17.0,6.0,48.0,PM10,BAIK
2011-04-03,DKI4 (Lubang Buaya),,52.0,2.0,8.0,18.0,6.0,52.0,PM10,SEDANG
2011-04-04,DKI4 (Lubang Buaya),,50.0,3.0,13.0,24.0,10.0,50.0,PM10,BAIK
2011-04-05,DKI4 (Lubang Buaya),,59.0,3.0,9.0,22.0,10.0,59.0,PM10,SEDANG
2011-04-06,DKI4 (Lubang Buaya),,52.0,2.0,7.0,21.0,8.0,52.0,PM10,SEDANG
2011-04-07,DKI4 (Lubang Buaya),,57.0,3.0,9.0,19.0,7.0,57.0,PM10,SEDANG
2011-04-08,DKI4 (Lubang Buaya),,55.0,4.0,13.0,32.0,12.0,55.0,PM10,SEDANG
2011-04-09,DKI4 (Lubang Buaya),,,4.0,26.0,27.0,14.0,27.0,O3,BAIK
2011-04-10,DKI4 (Lubang Buaya),,,3.0,18.0,29.0,10.0,29.0,O3,BAIK
2011-04-11,DKI4 (Lubang Buaya),,,5.0,18.0,44.0,23.0,44.0,O3,BAIK
2011-04-12,DKI4 (Lubang Buaya),,72.0,7.0,29.0,81.0,16.0,81.0,O3,SEDANG
2011-04-13,DKI4 (Lubang Buaya),,80.0,5.0,21.0,51.0,25.0,80.0,PM10,SEDANG
2011-04-14,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2011-04-15,DKI4 (Lubang Buaya),,,6.0,27.0,99.0,20.0,99.0,O3,SEDANG
2011-04-16,DKI4 (Lubang Buaya),,84.0,5.0,22.0,90.0,23.0,90.0,O3,SEDANG
2011-04-17,DKI4 (Lubang Buaya),,77.0,4.0,51.0,89.0,15.0,89.0,O3,SEDANG
2011-04-18,DKI4 (Lubang Buaya),,64.0,3.0,22.0,109.0,18.0,109.0,O3,TIDAK SEHAT
2011-04-19,DKI4 (Lubang Buaya),,65.0,4.0,38.0,116.0,29.0,116.0,O3,TIDAK SEHAT
2011-04-20,DKI4 (Lubang Buaya),,77.0,4.0,28.0,84.0,19.0,84.0,O3,SEDANG
2011-04-21,DKI4 (Lubang Buaya),,62.0,6.0,22.0,94.0,27.0,94.0,O3,SEDANG
2011-04-22,DKI4 (Lubang Buaya),,66.0,6.0,21.0,122.0,22.0,122.0,O3,TIDAK SEHAT
2011-04-23,DKI4 (Lubang Buaya),,62.0,4.0,12.0,69.0,22.0,69.0,O3,SEDANG
2011-04-24,DKI4 (Lubang Buaya),,64.0,3.0,27.0,40.0,14.0,64.0,PM10,SEDANG
2011-04-25,DKI4 (Lubang Buaya),,65.0,4.0,39.0,68.0,16.0,68.0,O3,SEDANG
2011-04-26,DKI4 (Lubang Buaya),,71.0,5.0,22.0,62.0,14.0,71.0,PM10,SEDANG
2011-04-27,DKI4 (Lubang Buaya),,68.0,4.0,43.0,60.0,22.0,68.0,PM10,SEDANG
2011-04-28,DKI4 (Lubang Buaya),,62.0,4.0,22.0,51.0,11.0,62.0,PM10,SEDANG
2011-04-29,DKI4 (Lubang Buaya),,77.0,4.0,19.0,54.0,20.0,77.0,PM10,SEDANG
2011-04-30,DKI4 (Lubang Buaya),,74.0,4.0,35.0,56.0,18.0,74.0,PM10,SEDANG
2011-05-01,DKI4 (Lubang Buaya),,71.0,4.0,54.0,66.0,31.0,71.0,PM10,SEDANG
2011-05-02,DKI4 (Lubang Buaya),,61.0,5.0,16.0,98.0,12.0,98.0,O3,SEDANG
2011-05-03,DKI4 (Lubang Buaya),,69.0,6.0,22.0,35.0,18.0,69.0,PM10,SEDANG
2011-05-04,DKI4 (Lubang Buaya),,63.0,4.0,19.0,32.0,17.0,63.0,PM10,SEDANG
2011-05-05,DKI4 (Lubang Buaya),,76.0,4.0,20.0,25.0,16.0,76.0,PM10,SEDANG
2011-05-06,DKI4 (Lubang Buaya),,58.0,4.0,34.0,63.0,23.0,63.0,O3,SEDANG
2011-05-07,DKI4 (Lubang Buaya),,63.0,3.0,38.0,66.0,14.0,66.0,O3,SEDANG
2011-05-08,DKI4 (Lubang Buaya),,56.0,4.0,42.0,32.0,13.0,56.0,PM10,SEDANG
2011-05-09,DKI4 (Lubang Buaya),,51.0,5.0,20.0,153.0,27.0,153.0,O3,TIDAK SEHAT
2011-05-10,DKI4 (Lubang Buaya),,78.0,5.0,27.0,127.0,24.0,127.0,O3,TIDAK SEHAT
2011-05-11,DKI4 (Lubang Buaya),,79.0,5.0,22.0,76.0,29.0,79.0,PM10,SEDANG
2011-05-12,DKI4 (Lubang Buaya),,84.0,4.0,32.0,57.0,18.0,84.0,PM10,SEDANG
2011-05-13,DKI4 (Lubang Buaya),,,3.0,27.0,65.0,16.0,65.0,O3,SEDANG
2011-05-14,DKI4 (Lubang Buaya),,66.0,3.0,33.0,64.0,27.0,66.0,PM10,SEDANG
2011-05-15,DKI4 (Lubang Buaya),,66.0,3.0,30.0,70.0,20.0,70.0,O3,SEDANG
2011-05-16,DKI4 (Lubang Buaya),,61.0,5.0,26.0,96.0,27.0,96.0,O3,SEDANG
2011-05-17,DKI4 (Lubang Buaya),,63.0,4.0,30.0,87.0,21.0,87.0,O3,SEDANG
2011-05-18,DKI4 (Lubang Buaya),,69.0,4.0,22.0,85.0,14.0,85.0,O3,SEDANG
2011-05-19,DKI4 (Lubang Buaya),,89.0,4.0,43.0,51.0,22.0,89.0,PM10,SEDANG
2011-05-20,DKI4 (Lubang Buaya),,68.0,4.0,18.0,78.0,18.0,78.0,O3,SEDANG
2011-05-21,DKI4 (Lubang Buaya),,70.0,4.0,31.0,65.0,26.0,70.0,PM10,SEDANG
2011-05-22,DKI4 (Lubang Buaya),,84.0,4.0,38.0,72.0,11.0,84.0,PM10,SEDANG
2011-05-23,DKI4 (Lubang Buaya),,75.0,4.0,32.0,136.0,30.0,136.0,O3,TIDAK SEHAT
2011-05-24,DKI4 (Lubang Buaya),,68.0,4.0,16.0,93.0,13.0,93.0,O3,SEDANG
2011-05-25,DKI4 (Lubang Buaya),,64.0,4.0,14.0,86.0,13.0,86.0,O3,SEDANG
2011-05-26,DKI4 (Lubang Buaya),,66.0,4.0,21.0,48.0,21.0,66.0,PM10,SEDANG
2011-05-27,DKI4 (Lubang Buaya),,72.0,6.0,22.0,63.0,17.0,72.0,PM10,SEDANG
2011-05-28,DKI4 (Lubang Buaya),,86.0,4.0,23.0,74.0,17.0,86.0,PM10,SEDANG
2011-05-29,DKI4 (Lubang Buaya),,97.0,5.0,26.0,68.0,17.0,97.0,PM10,SEDANG
2011-05-30,DKI4 (Lubang Buaya),,92.0,4.0,26.0,96.0,21.0,96.0,O3,SEDANG
2011-05-31,DKI4 (Lubang Buaya),,81.0,4.0,21.0,82.0,23.0,82.0,O3,SEDANG
2011-06-01,DKI4 (Lubang Buaya),,91.0,4.0,26.0,58.0,23.0,91.0,PM10,SEDANG
2011-06-02,DKI4 (Lubang Buaya),,68.0,4.0,16.0,44.0,13.0,68.0,PM10,SEDANG
2011-06-03,DKI4 (Lubang Buaya),,65.0,5.0,13.0,29.0,10.0,65.0,PM10,SEDANG
2011-06-04,DKI4 (Lubang Buaya),,73.0,4.0,17.0,37.0,9.0,73.0,PM10,SEDANG
2011-06-05,DKI4 (Lubang Buaya),,77.0,5.0,28.0,35.0,15.0,77.0,PM10,SEDANG
2011-06-06,DKI4 (Lubang Buaya),,70.0,4.0,23.0,81.0,18.0,81.0,O3,SEDANG
2011-06-07,DKI4 (Lubang Buaya),,,5.0,38.0,69.0,17.0,69.0,O3,SEDANG
2011-06-08,DKI4 (Lubang Buaya),,90.0,5.0,25.0,85.0,31.0,90.0,PM10,SEDANG
2011-06-09,DKI4 (Lubang Buaya),,82.0,5.0,17.0,75.0,27.0,82.0,PM10,SEDANG
2011-06-10,DKI4 (Lubang Buaya),,71.0,4.0,14.0,68.0,19.0,71.0,PM10,SEDANG
2011-06-11,DKI4 (Lubang Buaya),,,7.0,39.0,80.0,15.0,80.0,O3,SEDANG
2011-06-12,DKI4 (Lubang Buaya),,93.0,5.0,29.0,56.0,25.0,93.0,PM10,SEDANG
2011-06-13,DKI4 (Lubang Buaya),,,5.0,23.0,67.0,20.0,67.0,O3,SEDANG
2011-06-14,DKI4 (Lubang Buaya),,88.0,4.0,17.0,93.0,18.0,93.0,O3,SEDANG
2011-06-15,DKI4 (Lubang Buaya),,104.0,5.0,22.0,137.0,20.0,137.0,O3,TIDAK SEHAT
2011-06-16,DKI4 (Lubang Buaya),,110.0,5.0,18.0,91.0,14.0,110.0,PM10,TIDAK SEHAT
2011-06-17,DKI4 (Lubang Buaya),,105.0,5.0,32.0,77.0,21.0,105.0,PM10,TIDAK SEHAT
2011-06-18,DKI4 (Lubang Buaya),,85.0,6.0,20.0,117.0,20.0,117.0,O3,TIDAK SEHAT
2011-06-19,DKI4 (Lubang Buaya),,108.0,5.0,29.0,84.0,25.0,108.0,PM10,TIDAK SEHAT
2011-06-20,DKI4 (Lubang Buaya),,109.0,5.0,27.0,88.0,27.0,109.0,PM10,TIDAK SEHAT
2011-06-21,DKI4 (Lubang Buaya),,97.0,5.0,21.0,70.0,14.0,97.0,PM10,SEDANG
2011-06-22,DKI4 (Lubang Buaya),,112.0,9.0,19.0,83.0,12.0,112.0,PM10,TIDAK SEHAT
2011-06-23,DKI4 (Lubang Buaya),,109.0,9.0,23.0,86.0,11.0,109.0,PM10,TIDAK SEHAT
2011-06-24,DKI4 (Lubang Buaya),,107.0,9.0,20.0,82.0,12.0,107.0,PM10,TIDAK SEHAT
2011-06-25,DKI4 (Lubang Buaya),,87.0,7.0,12.0,55.0,7.0,87.0,PM10,SEDANG
2011-06-26,DKI4 (Lubang Buaya),,103.0,7.0,19.0,59.0,11.0,103.0,PM10,TIDAK SEHAT
2011-06-27,DKI4 (Lubang Buaya),,85.0,8.0,14.0,39.0,10.0,85.0,PM10,SEDANG
2011-06-28,DKI4 (Lubang Buaya),,72.0,5.0,18.0,106.0,13.0,106.0,O3,TIDAK SEHAT
2011-06-29,DKI4 (Lubang Buaya),,68.0,5.0,25.0,72.0,13.0,72.0,O3,SEDANG
2011-06-30,DKI4 (Lubang Buaya),,80.0,10.0,18.0,80.0,22.0,80.0,PM10,SEDANG
2011-07-01,DKI4 (Lubang Buaya),,85.0,7.0,20.0,31.0,11.0,85.0,PM10,SEDANG
2011-07-02,DKI4 (Lubang Buaya),,128.0,10.0,32.0,63.0,13.0,128.0,PM10,TIDAK SEHAT
2011-07-03,DKI4 (Lubang Buaya),,94.0,6.0,19.0,60.0,9.0,94.0,PM10,SEDANG
2011-07-04,DKI4 (Lubang Buaya),,89.0,6.0,15.0,68.0,7.0,89.0,PM10,SEDANG
2011-07-05,DKI4 (Lubang Buaya),,93.0,6.0,20.0,62.0,19.0,93.0,PM10,SEDANG
2011-07-06,DKI4 (Lubang Buaya),,61.0,5.0,11.0,53.0,7.0,61.0,PM10,SEDANG
2011-07-07,DKI4 (Lubang Buaya),,79.0,5.0,18.0,78.0,13.0,79.0,PM10,SEDANG
2011-07-08,DKI4 (Lubang Buaya),,80.0,6.0,14.0,57.0,11.0,80.0,PM10,SEDANG
2011-07-09,DKI4 (Lubang Buaya),,80.0,7.0,17.0,59.0,12.0,80.0,PM10,SEDANG
2011-07-10,DKI4 (Lubang Buaya),,83.0,7.0,15.0,73.0,9.0,83.0,PM10,SEDANG
2011-07-11,DKI4 (Lubang Buaya),,66.0,4.0,17.0,59.0,8.0,66.0,PM10,SEDANG
